Column1,Column2
0.824263065750876,0.175736934249124
0.8178896044186186,0.18211039558138148
0.8176439997975726,0.18235600020242732
0.7718246780355249,0.22817532196447524
0.7955479662037279,0.20445203379627208
0.8068688883081062,0.19313111169189381
0.8712548195911148,0.12874518040888502
0.8226619905100913,0.17733800948990874
0.802300785132017,0.19769921486798298
0.8291938670530272,0.1708061329469728
0.8844621763708949,0.11553782362910496
0.8358151587226974,0.16418484127730268
0.8710608647696989,0.1289391352303011
0.8212868916469745,0.17871310835302545
0.8616437278034548,0.13835627219654525
0.848119897575239,0.1518801024247609
0.82316318119106,0.17683681880894006
0.8698003153219104,0.13019968467808962
0.8795730305605991,0.120426969439401
0.8432933108694413,0.15670668913055869
0.8202140191055635,0.17978598089443648
0.8750530294655319,0.12494697053446813
0.8219249161869706,0.1780750838130292
0.8115142362221863,0.18848576377781365
0.7836426603082952,0.21635733969170481
0.7875953706405756,0.21240462935942434
0.7866825924020162,0.21331740759798376
0.8523830040595318,0.14761699594046815
0.8529345321314319,0.1470654678685681
0.8509956875495428,0.14900431245045734
0.7685535349372867,0.23144646506271335
0.8747958839036675,0.12520411609633256
0.8024393079118458,0.19756069208815416
0.7377912087482031,0.2622087912517968
0.7954736307160732,0.20452636928392678
0.8845742553387184,0.11542574466128167
0.8369102531405798,0.16308974685942024
0.8557784840077165,0.14422151599228353
0.7887213724401837,0.2112786275598163
0.83031135934507,0.1696886406549299
0.8408392886892913,0.15916071131070877
0.8844621508490046,0.11553784915099544
0.8186130418608066,0.1813869581391934
0.7402332734945792,0.2597667265054207
0.8506708511994959,0.1493291488005041
0.840657233894324,0.15934276610567605
0.8083698947572616,0.19163010524273838
0.8088307455927712,0.1911692544072287
0.8235306927702715,0.17646930722972853
0.8150854845942683,0.18491451540573162
0.7906629639730639,0.20933703602693618
0.7976691355708064,0.20233086442919357
0.750958426022242,0.24904157397775795
0.7888372765664894,0.21116272343351059
0.9015081998322683,0.09849180016773167
0.8609392601677617,0.13906073983223835
0.8528772726636197,0.14712272733638032
0.8048583082733995,0.19514169172660045
0.8734807530597922,0.12651924694020777
0.8500597721105746,0.14994022788942543
0.8604046467665636,0.13959535323343633
0.7779563362943572,0.2220436637056429
0.7816639499145067,0.21833605008549328
0.8056828937667312,0.1943171062332688
0.8164212156665468,0.18357878433345326
0.8425669448714687,0.15743305512853137
0.837665523863211,0.16233447613678909
0.8491885789698852,0.15081142103011483
0.9136175534699295,0.08638244653007068
0.8089653212005385,0.1910346787994615
0.8414346523342898,0.15856534766571023
0.7958971500570875,0.2041028499429126
0.8849561124374605,0.11504388756253936
0.7813527402208876,0.21864725977911234
0.8557797069354129,0.14422029306458697
0.7981735027407683,0.2018264972592319
0.8848883228214781,0.11511167717852196
0.8367712164758029,0.16322878352419717
0.9103476265860694,0.08965237341393074
0.8125394687638444,0.18746053123615544
0.8653702570941249,0.1346297429058752
0.8055488316416749,0.19445116835832518
0.8114709458452206,0.18852905415477939
0.8700416742692443,0.1299583257307557
0.8287287781158861,0.17127122188411392
0.8423456973435498,0.15765430265645008
0.7999087618651749,0.20009123813482507
0.8932707943744875,0.1067292056255125
0.8415279231353915,0.1584720768646084
0.7822009310995496,0.2177990689004504
0.8844618132284442,0.11553818677155574
0.9137816546845301,0.08621834531546975
0.8294476737856059,0.1705523262143942
0.856966088834708,0.14303391116529193
0.831125549809959,0.168874450190041
