Column1,Column2
0.9501195240229926,0.04988047597700733
0.8911841532956497,0.10881584670435036
0.8523338081057349,0.1476661918942651
0.9025263143483938,0.09747368565160625
0.8715443969163086,0.12845560308369142
0.9324629071609226,0.0675370928390775
0.9381421348947162,0.06185786510528377
0.9058746854138103,0.09412531458618958
0.8772449562013703,0.12275504379862974
0.9324229547906924,0.06757704520930763
0.8807362873790893,0.11926371262091087
0.8255051251490465,0.1744948748509533
0.9163688583329486,0.08363114166705153
0.9100196133117147,0.08998038668828538
0.9345738808748668,0.06542611912513316
0.9215915756609514,0.07840842433904863
0.9615138943203096,0.03848610567969042
0.892054027203347,0.10794597279665324
0.9999999999999999,1.3877787807814457e-16
0.9564974678934323,0.04350253210656782
0.8878957452415723,0.11210425475842759
0.9305410950985398,0.0694589049014602
0.8826187371263389,0.11738126287366105
0.8605256666471465,0.1394743333528536
0.924169139717159,0.07583086028284103
0.9237012974917889,0.07629870250821119
0.8809888163456473,0.1190111836543526
0.9329053314155281,0.06709466858447184
0.9269480518996716,0.07305194810032856
0.9024644999216649,0.09753550007833507
0.9414745692765503,0.05852543072344979
0.9999999999999998,1.942890293094024e-16
0.8589641748097692,0.14103582519023078
0.9643438985337207,0.03565610146627934
0.923552797792315,0.07644720220768493
0.9393226292201476,0.06067737077985231
0.910850189356741,0.08914981064325889
0.9395708158253752,0.06042918417462483
0.9233266900658048,0.07667330993419519
0.9270164010307022,0.07298359896929787
0.9412350518873692,0.0587649481126307
0.9231334635330359,0.07686653646696404
0.89508876276274,0.10491123723726015
0.8631492543897891,0.13685074561021093
0.9610407567306978,0.03895924326930225
0.8258369415157187,0.1741630584842814
0.8764993115880169,0.12350068841198314
0.9571640764091502,0.04283592359084977
0.9019641504182906,0.09803584958170929
0.8726964365318735,0.1273035634681267
0.9201802627616026,0.07981973723839751
0.9254391357248067,0.07456086427519329
0.942177484344544,0.05782251565545611
0.8747629068474603,0.1252370931525397
0.9499070300396752,0.050092969960324585
0.893808692704641,0.10619130729535908
0.8845321932591806,0.11546780674081959
0.9215117050112527,0.07848829498874735
0.9229643223621722,0.07703567763782772
0.9216130580016706,0.0783869419983294
0.9963564573597712,0.00364354264022881
0.897021012334155,0.10297898766584503
0.8525563059248439,0.1474436940751561
0.9457272308187001,0.05427276918129977
