CT-8.2,CT-3
0.8123200795578094,0.1876799204421906
0.8450545695852996,0.15494543041470052
0.8417356000949876,0.1582643999050124
0.8530348315045013,0.14696516849549884
0.8101355649374468,0.18986443506255332
0.8044619209936731,0.1955380790063269
0.797384992100565,0.202615007899435
0.8281009638976434,0.17189903610235654
0.8315862500580601,0.16841374994194
0.8321767775314896,0.16782322246851047
0.7888446225982076,0.2111553774017923
0.8032794089770982,0.19672059102290188
0.8159115209724747,0.1840884790275254
0.7843363496051241,0.2156636503948759
0.8443783256031929,0.15562167439680707
0.7545197773298886,0.24548022267011135
0.8200601029240018,0.1799398970759982
0.8704235100253941,0.12957648997460597
0.7904720135344616,0.20952798646553863
0.822975471320271,0.17702452867972895
0.8150583333698466,0.18494166663015338
0.7733861263259951,0.22661387367400485
0.8278234728340761,0.17217652716592394
0.8438491919424274,0.15615080805757273
0.7932805166415776,0.20671948335842227
0.8227489294745032,0.1772510705254968
0.8563836681233047,0.1436163318766953
0.7786982448454229,0.22130175515457723
0.8091890646715575,0.19081093532844262
0.7945972522180664,0.2054027477819336
0.7932812379202638,0.2067187620797361
0.8665720103279779,0.1334279896720221
0.8542603451989739,0.14573965480102619
0.848033743197344,0.15196625680265607
0.7766020146556862,0.22339798534431382
0.8758333498723654,0.12416665012763457
0.8125202181251876,0.18747978187481237
0.908472942755032,0.09152705724496814
0.8713255299730758,0.12867447002692414
0.7461355337182706,0.2538644662817295
0.8165355499206841,0.1834644500793156
0.7948018005348209,0.20519819946517914
0.8167983540427225,0.18320164595727761
0.8854122160551268,0.11458778394487341
0.8629994163249728,0.13700058367502715
0.8063098932072917,0.19369010679270834
0.8313955358950716,0.16860446410492821
0.9323175460972265,0.06768245390277351
0.7801623858838685,0.21983761411613148
0.8752969979354042,0.12470300206459581
0.7921281731498382,0.20787182685016178
0.8536596406026252,0.1463403593973748
0.7768350264702696,0.22316497352973036
0.7866612078382978,0.2133387921617022
0.7682413114244165,0.23175868857558352
0.8451571553924905,0.15484284460750955
0.8653416028170732,0.13465839718292683
0.8150923948472606,0.18490760515273943
0.8161629233914063,0.1838370766085936
0.7670916636971807,0.23290833630281932
0.7951731732902602,0.2048268267097397
